LABORATORIO,COD_BARRAS,DESCRIPCION_COMPLETA,PRECIO,%ESP,VALOR,R30D
A.G. MEDICAMENTOS,7706569020659,ACETAMINOFEN 500 MG * 100 TAB ACETAMINOFEN ANALGESICO,"27,000",12,"3,240",0
A.G. MEDICAMENTOS,7706569022905,ACETAMINOFEN CODEINA 325/30MG * 10 TAB ACETAMINOFEN + CODEINA ANALGESICO,"16,500",10,"1,650",0
A.G. MEDICAMENTOS,7706569022912,ACETAMINOFEN CODEINA 325/30MG * 30 TAB ACETAMINOFEN + CODEINA ANALGESICO,"42,700",10,"4,270",0
A.G. MEDICAMENTOS,7706569001627,ACETAMINOFEN JBE * 60 ML ACETAMINOFEN ANALGESICO,"6,000",10,600,0
A.G. MEDICAMENTOS,7706569001436,ACETAMINOFEN JBE * 90 ML ACETAMINOFEN ANALGESICO,"9,000",10,900,0
A.G. MEDICAMENTOS,7706569022707,ACICLOVIR 800 MG * 10 TAB ACICLOVIR ANTIVIRAL,"20,000",10,"2,000",0
A.G. MEDICAMENTOS,7706569002839,ACIDO FUSIDICO CREMA 2% * 15 GR ACIDO FUSIDICO ANTIBIOTICO,"15,900",10,"1,590",0
A.G. MEDICAMENTOS,7706569000019,ALBENDAZOL 200 MG * 2 TAB ALBENDAZOL ANTIPARASITARIO,"3,500",10,350,0
A.G. MEDICAMENTOS,7706569000576,ALBENDAZOL SUSP * 20 ML ALBENDAZOL ANTIPARASITARIO,"7,000",10,700,0
A.G. MEDICAMENTOS,7706569021250,AMITRIPTILINA 25 MG * 30 TAB AMITRIPTILINA ANTIDEPRESIVO,"14,400",5,720,0
A.G. MEDICAMENTOS,7706569001184,AMOXICILINA 250 MG * 100 ML AMOXICILINA ANTIBIOTICO,"10,700",10,"1,070",0
A.G. MEDICAMENTOS,7706569000026,AMOXICILINA 500 MG * 50 CAP AMOXICILINA ANTIBIOTICO,"42,200",10,"4,220",0
A.G. MEDICAMENTOS,7706569022646,ATORVASTATINA 40 MG * 10 TAB ATORVASTATINA HIPOLIPEMIANTE,"58,200",10,"5,820",0
A.G. MEDICAMENTOS,7706569001245,AZITROMICINA 500 MG * 3 TAB AZITROMICINA ANTIBIOTICO,"18,500",12,"2,220",0
A.G. MEDICAMENTOS,7706569001672,BETAMETASONA CREMA 0.1% * 20 GR BETAMETASONA CORTICOIDE,"17,800",10,"1,780",0
A.G. MEDICAMENTOS,7706569020321,BETAMETASONA CREMA 0.5% * 20 GR BETAMETASONA CORTICOIDE,"13,300",10,"1,330",0
A.G. MEDICAMENTOS,7706569001160,CEFALEXINA 250 MG * 60 ML CEFALEXINA ANTIBIOTICO,"12,700",10,"1,270",0
A.G. MEDICAMENTOS,7706569021168,CEFALEXINA 500 MG * 50 TAB CEFALEXINA ANTIBIOTICO,"60,900",10,"6,090",0
A.G. MEDICAMENTOS,7706569001177,CEFRADINA 500 MG * 24 CAP CEFRADINA ANTIBIOTICO,"56,000",10,"5,600",0
A.G. MEDICAMENTOS,7706569001467,CETIRIZINA 10 MG * 10 TAB CETIRIZINA ANTIALERGICO,"8,000",10,800,0
A.G. MEDICAMENTOS,7706569001474,CETIRIZINA 5 MG JBE * 60 ML CETIRIZINA ANTIALERGICO,"30,300",10,"3,030",0
A.G. MEDICAMENTOS,7706569000088,CIPROFLOXACINO 500 MG * 10 TAB CIPROFLOXACINO ANTIBIOTICO,"10,000",10,"1,000",0
A.G. MEDICAMENTOS,7706569000668,CLARITROMICINA 500 MG * 10 TAB CLARITROMICINA ANTIBIOTICO,"46,600",10,"4,660",0
A.G. MEDICAMENTOS,7706569021014,CLOBETASOL PROPIONATO 0.05% CREMA * 40 G CLOBETASOL CORTICOIDE,"28,900",10,"2,890",0
A.G. MEDICAMENTOS,7706569001269,CLOTRIMAZOL CREMA TOPICA * 40 GR CLOTRIMAZOL ANTIMICOTICO,"13,700",10,"1,370",0
A.G. MEDICAMENTOS,7706569001191,CLOTRIMAZOL CREMA VAGINAL * 40 GR CLOTRIMAZOL ANTIMICOTICO,"26,600",10,"2,660",0
A.G. MEDICAMENTOS,7706569000958,DICLOFENACO R 100 MG * 20 CAP DICLOFENACO ANTIINFLAMATORIO,"15,800",8,"1,264",0
A.G. MEDICAMENTOS,7706569000439,DICLOXACILINA 500 MG * 50 CAP DICLOXACILINA ANTIBIOTICO,"50,000",10,"5,000",0
A.G. MEDICAMENTOS,7706569021755,ESOMEPRAZOL 20 MG * 14 TAB ESOMEPRAZOL ANTIULCEROSO,"49,000",10,"4,900",0
A.G. MEDICAMENTOS,7706569022301,FEXOFENADINA 120 MG * 10 TAB FEXOFENADINA ANTIALERGICO,"68,000",10,"6,800",0
A.G. MEDICAMENTOS,7706569001368,FLUCONAZOL 200 MG * 5 CAP FLUCONAZOL ANTIMICOTICO,"14,300",10,"1,430",0
A.G. MEDICAMENTOS,7706569000545,FLUOXETINA 20 MG * 30 CAP FLUOXETINA ANTIDEPRESIVO,"16,400",5,820,0
A.G. MEDICAMENTOS,7706569000170,GEMFIBROZILO 600 MG * 20 TAB GEMFIBROZILO HIPOLIPEMIANTE,"23,400",10,"2,340",0
A.G. MEDICAMENTOS,7706569000187,GUAYACOLATO GLICERILO * 120 ML GUAYACOLATO DE GLICERILO ANTITUSIVO,"16,900",8,"1,352",0
A.G. MEDICAMENTOS,7706569000194,HIDROCORTISONA CREMA * 15 GR HIDROCORTISONA CORTICOIDE,"8,100",10,810,0
A.G. MEDICAMENTOS,7706569000385,IBUPROFENO 800 MG * 50 TAB IBUPROFENO ANTIINFLAMATORIO,"24,900",10,"2,490",0
A.G. MEDICAMENTOS,7706569000682,IBUPROFENO SUSP * 120 ML IBUPROFENO ANTIINFLAMATORIO,"14,200",5,710,0
A.G. MEDICAMENTOS,7706569000415,LORATADINA 10 MG * 20 TAB LORATADINA ANTIALERGICO,"8,700",10,870,0
A.G. MEDICAMENTOS,7706569001252,LORATADINA JBE * 120 ML LORATADINA ANTIALERGICO,"12,700",10,"1,270",0
A.G. MEDICAMENTOS,7706569001665,LOSARTAN 50 MG * 15 TAB LOSARTAN ANTIHIPERTENSIVO,"13,000",10,"1,300",0
A.G. MEDICAMENTOS,7706569021618,LOSARTAN 50 MG * 30 TAB LOSARTAN ANTIHIPERTENSIVO,"24,700",10,"2,470",0
A.G. MEDICAMENTOS,7706569020437,MELOXICAM 15 MG * 10 TAB MELOXICAM ANTIINFLAMATORIO,"16,200",10,"1,620",0
A.G. MEDICAMENTOS,7706569001443,NAPROXENO 250 MG * 10 TAB NAPROXENO ANTIINFLAMATORIO,"7,200",10,720,0
A.G. MEDICAMENTOS,7706569001450,NAPROXENO 500 MG * 10 TAB NAPROXENO ANTIINFLAMATORIO,"15,000",10,"1,500",0
A.G. MEDICAMENTOS,7706569022806,NITAZOXANIDA 500 MG * 6 TAB NITAZOXANIDA ANTIPARASITARIO,"31,500",10,"3,150",0
A.G. MEDICAMENTOS,7706569020536,SERTRALINA 50 MG * 10 TAB SERTRALINA ANTIDEPRESIVO,"46,300",10,"4,630",0
A.G. MEDICAMENTOS,7706569020857,SILDENAFIL 100 MG * 1 TAB SILDENAFIL DISFUNCION ERECTIL,"14,600",10,"1,460",0
A.G. MEDICAMENTOS,7706569001276,SILDENAFIL 50 MG * 2 TAB SILDENAFIL DISFUNCION ERECTIL,"8,400",10,840,0
A.G. MEDICAMENTOS,7706569020079,SILDENAFIL 50 MG * 2 TAB MASTICABLES SILDENAFIL DISFUNCION ERECTIL,"9,400",5,470,0
A.G. MEDICAMENTOS,7706569002778,SILDENAFIL 50 MG * 4 TAB SILDENAFIL DISFUNCION ERECTIL,"16,900",10,"1,690",0
A.G. MEDICAMENTOS,7706569023032,TADALAFILO 20 MG * 1 TAB TADALAFILO DISFUNCION ERECTIL,"21,100",10,"2,110",0
A.G. MEDICAMENTOS,7706569022172,TIZANIDINA 2 MG * 20 TAB TIZANIDINA RELAJANTE MUSCULAR,"71,700",10,"7,170",0
A.G. MEDICAMENTOS,7706569022189,TIZANIDINA 4 MG * 20 TAB TIZANIDINA RELAJANTE MUSCULAR,"99,000",10,"9,900",0
ABBOTT FARMA CONVENIO,7702870071694,DURAX 10 MG * 1 TAB TADALAFILO DISFUNCION ERECTIL,"28,200",10,"2,820",0
ABBOTT FARMA CONVENIO,7702870071700,DURAX 10 MG * 2 TAB TADALAFILO DISFUNCION ERECTIL,"54,200",10,"5,420",0
ABBOTT FARMA CONVENIO,7702870071717,DURAX 20 MG * 1 TAB TADALAFILO DISFUNCION ERECTIL,"38,300",10,"3,830",0
ABBOTT FARMA CONVENIO,7702870071724,DURAX 20 MG * 2 TAB TADALAFILO DISFUNCION ERECTIL,"68,700",10,"6,870",0
ABBOTT FARMA CONVENIO,7702870071731,DURAX 20 MG * 4 TAB TADALAFILO DISFUNCION ERECTIL,"138,400",10,"13,840",0
ABBOTT FARMA CONVENIO,7702870071687,DURAX 5 MG * 28 TAB TADALAFILO DISFUNCION ERECTIL,"268,500",10,"26,850",0
ABBOTT FARMA CONVENIO,7702870002599,EROXIM 100 MG * 1 TAB SILDENAFIL DISFUNCION ERECTIL,"25,300",10,"2,530",0
ABBOTT FARMA CONVENIO,7702870001486,EROXIM 50 MG * 2 TAB SILDENAFIL DISFUNCION ERECTIL,"28,000",10,"2,800",0
ABBOTT FARMA CONVENIO,7702870003039,EROXIM 50 MG * 4 TAB SILDENAFIL DISFUNCION ERECTIL,"46,000",10,"4,600",0
ABBOTT FARMA CONVENIO,7702870002049,EROXIM FAST 50 MG * 2 TAB SILDENAFIL DISFUNCION ERECTIL,"28,300",10,"2,830",0
ABBOTT FARMA CONVENIO,7702870003589,POSTDAY * 1 TAB LEVONORGESTREL ANTICONCEPTIVO,"17,500",10,"1,750",0
ABBOTT FARMA CONVENIO,7702870002728,POSTDAY * 2 TAB LEVONORGESTREL ANTICONCEPTIVO,"19,000",10,"1,900",0
AIPHEX GLOBALPHARMA,7708736738701,CANOXIDIL 5% * 60 ML MINOXIDIL + CANNABIS,"50,000",10,"5,000",0
AIPHEX GLOBALPHARMA,7709172863187,VARISATIV GEL * 60 GR CASTAÃ‘O DE INDIAS + CANNABIS ANTIVERTIGINOSO,"28,000",20,"5,600",0
ALFAMEDICAL,7709990170115,RABANO YODADO JBE * 60 ML COMPOSICION DESCONOCIDA,"8,000",20,"1,600",0
ALLEN PHARMA,7707274723224,BACTROSAFE 500 MG * 3 TAB AZITROMICINA ANTIBIOTICO,"24,000",10,"2,400",0
ANGLOPHARMA,7707035565834,BILSYL 240 MG * 20 CAP SILIMARINA,"30,000",8,"2,400",0
BEGUT SEVENPHARMA IMPO,7707282990953,PRUEBA DE EMBARAZO CASSETTE SIN COMPOSICION PRUEBAS DE EMBARAZO,"9,900",10,990,0
BIO ESTERIL,7709947559772,LAGRIMART * 5 ML CARBOXIMETILCELULOSA LUBRICANTE OCULAR,"28,700",10,"2,870",0
BIO ESTERIL,7709441205496,LAGRIMPRO * 5 ML HIDROXIPROPILMETILCELULOSA,"28,700",10,"2,870",0
BIOZENPHARMA,0724373709079,FULLREADY * 60 ML FULLREADY VARIOS,"14,000",10,"1,400",0
BORN DC,7709804466977,LAZARO BEBIDA * 200 ML COMPOSICION DESCONOCIDA NATURALES,"9,900",15,"1,485",0
BRANDEX,7709154510054,BLOCDOL 500 MG * 10 TAB NAPROXENO ANALGESICO,"15,000",12,"1,800",0
BREMYMG,7707062800625,FITOBREMG CREMA * 32 GR TRITICUM VULGARE CICATRIZANTE,"38,600",10,"3,860",0
BUSSIE RECIPE,7702195110054,NITROFURANTOINA 100 MG * 40 TAB NITROFURANTOINA ANTIBIOTICO,"32,800",5,"1,640",0
COASPHARMA MEDIBRAND O,7703712010017,ACIVIROL 5% UNGUENTO * 15 GR ACICLOVIR ANTIVIRAL,"39,800",10,"3,980",0
COASPHARMA MEDIBRAND O,7703712010314,GASTROFULL MAX CEREZA S/AZUCAR * 350 ML ALGINATO DE SODIO + BICARBONATO ANTIACIDO,"41,800",5,"2,090",0
COASPHARMA MEDIBRAND O,7703712019232,TROSIFEN JBE * 120 ML IBUPROFENO ANTIINFLAMATORIO,"22,000",10,"2,200",0
COASPHARMA MEDIBRAND O,7703712020139,AMBIGEL 500 MG * 100 CAP AMPICILINA ANTIBIOTICO,"99,900",10,"9,990",0
COASPHARMA MEDIBRAND O,7703712036178,DOLINFAR GOTAS * 30 ML ACETAMINOFEN ANALGESICO,"7,500",10,750,0
COASPHARMA MEDIBRAND O,7703712011458,TRIMESULF F SUSP * 120 ML SULFAMETOXAZOL + TRIMETOPRIMA ANTIBIOTICO,"25,000",5,"1,250",0
COASPHARMA MEDIBRAND O,7703712011083,TRIMESULF FORTE * 10 TAB TRIMETOPRIMA + SULFAMETOXAZOL ANTIBIOTICO,"24,000",10,"2,400",0
COASPHARMA SAS,7703712035362,ACETAMINOFEN 500 MG * 300 TAB ACETAMINOFEN ANALGESICO,"58,000",5,"2,900",0
COASPHARMA SAS,7706659500146,AGUA OXIGENADA * 120 ML PEROXIDO DE HIDROGENO ANTISEPTICO,"6,500",5,325,0
COASPHARMA SAS,7703712031869,AMLODIPINO 10 MG * 10 TAB AMLODIPINO ANTIHIPERTENSIVO,"9,100",10,910,0
COASPHARMA SAS,7703712031876,AMLODIPINO 5 MG * 10 TAB AMLODIPINO ANTIHIPERTENSIVO,"8,000",5,400,0
COASPHARMA SAS,7703712030084,AMPICILINA 500 MG * 50 CAP AMPICILINA ANTIBIOTICO,"48,400",10,"4,840",0
COASPHARMA SAS,7703712035744,BETAMETASONA CREMA 0.1% * 40 GR BETAMETASONA CORTICOIDE,"21,000",5,"1,050",0
COASPHARMA SAS,7703712030695,CLORFENIRAMINA 4 MG * 20 TAB CLORFENIRAMINA ANTIALERGICO,"4,800",10,480,0
COASPHARMA SAS,7703712035768,DESLORATADINA JBE * 60 ML DESLORATADINA ANTIHISTAMINICO,"24,200",10,"2,420",0
COASPHARMA SAS,7703712030237,DICLOFENACO GEL *50 GR DICLOFENACO ANTIINFLAMATORIO,"15,900",10,"1,590",0
COASPHARMA SAS,7703712032552,DOXICICLINA 100 MG * 10 CAP DOXICICLINA ANTIBIOTICO,"10,500",5,525,0
COASPHARMA SAS,7703712031784,LORATADINA 10 MG * 10 TAB LORATADINA ANTIALERGICO,"4,500",10,450,0
COASPHARMA SAS,7703712031456,METRONIDAZOL 250 MG * 120 ML METRONIDAZOL ANTIPARASITARIO,"15,400",10,"1,540",0
COASPHARMA SAS,7703712030459,NAPROXENO 250 MG * 10 TAB NAPROXENO ANTIINFLAMATORIO,"6,100",10,610,0
COASPHARMA SAS,7703712030480,NORFLOXACINA 400 MG * 20 TAB NORFLOXACINA ANTIBIOTICO,"13,200",10,"1,320",0
COASPHARMA SAS,7703712030787,SILDENAFIL 50 MG * 2 TAB SILDENAFIL DISFUNCION ERECTIL,"5,400",5,270,0
COASPHARMA SAS,7706659501174,SUERO FISIOLOGICO * 30 ML SOLUCION SALINA VARIOS,"6,800",5,340,0
COASPHARMA SAS,7703712034273,VITAMINA C GOTAS * 30 ML VITAMINA C + ZINC VITAMINAS,"10,000",10,"1,000",0
COLMED,7703153020286,DICLOFENACO + HIDROXIDO ALUMINIO * 10 CA DICLOFENACO + HIDROXIDO ALUMINIO ANTIINFLAMATORIO,"22,600",5,"1,130",0
COLMED,7703153040949,DICLOFENACO 75 MG / 3 ML * 10 AMP DICLOFENACO ANTIINFLAMATORIO,"35,000",10,"3,500",0
COLMED,7703153013271,GENTAMICINA OFTALMICO * 6 ML GENTAMICINA ANTIBIOTICO,"10,500",8,840,0
COMERLAT PHARMACEUTICA,7707341100040,IMPODINA 5 MG * 10 TAB DESLORATADINA ANTIALERGICO,"23,500",10,"2,350",0
COMERLAT PHARMACEUTICA,7707341100118,IMPOFIN-Z 500 MG * 3 TAB AZITROMICINA ANTIBIOTICO,"18,000",12,"2,160",0
COSMETICOS SAMY S.A.,7703378007482,ACEITE HUMECTANTE DE CUTICULA * 60 ML COSMETICOS,"7,500",10,750,0
COSMETICOS SAMY S.A.,7703378147997,AGUA MICELAR DESMAQUILLANTE * 260 ML COSMETICOS,"15,500",10,"1,550",0
COSMETICOS SAMY S.A.,7703378852709,AGUA MICELAR DESMAQUILLANTE SAMY DERMATO FORMULA QUIMICA,"13,500",10,"1,350",0
COSMETICOS SAMY S.A.,7703378719965,BASE CORRECTORA CREMOSA EN BARRA BRUNETT COSMETICOS,"9,500",10,950,0
COSMETICOS SAMY S.A.,7703378938700,BASE CORRECTORA CREMOSA EN BARRA CHOCOLA COSMETICOS,"9,500",10,950,0
COSMETICOS SAMY S.A.,7703378344211,BASE CORRECTORA CREMOSA EN BARRA CLARO # COSMETICOS,"9,500",10,950,0
COSMETICOS SAMY S.A.,7703378183452,BASE CORRECTORA CREMOSA EN BARRA MEDIO # COSMETICO,"9,500",10,950,0
COSMETICOS SAMY S.A.,7703378644816,BASE CORRECTORA CREMOSA EN BARRAOSCURO # COMETICOS,"9,500",10,950,0
COSMETICOS SAMY S.A.,7703378009554,BRILLO DE LABIOS DIAMOND SPARKS FUCSIA B COSMETICOS,"13,500",10,"1,350",0
COSMETICOS SAMY S.A.,7703378009516,BRILLO DE LABIOS DIAMOND SPARKS MELOCOTO COSMETICOS,"13,500",10,"1,350",0
COSMETICOS SAMY S.A.,7703378009530,BRILLO DE LABIOS DIAMOND SPARKS PALO DE COSMETICOS,"13,500",10,"1,350",0
COSMETICOS SAMY S.A.,7703378009547,BRILLO DE LABIOS DIAMOND SPARKS ROSA AMB COSMETICOS,"13,500",10,"1,350",0
COSMETICOS SAMY S.A.,7703378009523,BRILLO DE LABIOS DIAMOND SPARKS ROSA BRO COSMETICOS,"13,500",10,"1,350",0
COSMETICOS SAMY S.A.,7703378075856,CREMA FACIAL HIDRATANTE * 30 GR COSMETICOS,"30,500",10,"3,050",0
COSMETICOS SAMY S.A.,7703378570245,CREMA FACIAL NUTRITIVA SAMY COSMETICOS,"30,500",10,"3,050",0
COSMETICOS SAMY S.A.,7703378004603,DELINEADOR EYELINER LIQUIDO NEGRO # 04 COSMETICOS,"8,500",10,850,0
COSMETICOS SAMY S.A.,7703378020658,DELINEADOR PLUMÃ“N EN MARCADOR WP ULTIMA COSMETICOS,"22,500",10,"2,250",0
COSMETICOS SAMY S.A.,7703378841666,DILUSOR DE ESMALTE * 90 ML COSMETICOS,"7,500",10,750,0
COSMETICOS SAMY S.A.,7703378005594,LABIAL HUMECTANTE SAMY # 015 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378005631,LABIAL HUMECTANTE SAMY # 027 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378009578,LABIAL HUMECTANTE SAMY # 032 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378009585,LABIAL HUMECTANTE SAMY # 033 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378005716,LABIAL HUMECTANTE SAMY # 050 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378005723,LABIAL HUMECTANTE SAMY # 055 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378005860,LABIAL HUMECTANTE SAMY # 145 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378005624,LABIAL HUMECTANTE SAMY # 18 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378006041,LABIAL HUMECTANTE SAMY # 203 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378009936,LABIAL HUMECTANTE SAMY # 214 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378009974,LABIAL HUMECTANTE SAMY # 218 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378010031,LABIAL HUMECTANTE SAMY # 224 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378010055,LABIAL HUMECTANTE SAMY # 226 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378010062,LABIAL HUMECTANTE SAMY # 227 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378011465,LABIAL HUMECTANTE SAMY # 240 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378011496,LABIAL HUMECTANTE SAMY # 243 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378020252,LABIAL HUMECTANTE SAMY # 284 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378005754,LABIAL HUMECTANTE SAMY # 76 COSMETICOS,"6,500",10,650,0
COSMETICOS SAMY S.A.,7703378010161,LAPIZ DELINEADOR CARMESI CON SACAPUNTAS COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378004146,LAPIZ DELINEADOR BLANCO CON SACAPUNTAS # COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378004153,LAPIZ DELINEADOR CABERNET CON SACAPUNTAS COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378004160,LAPIZ DELINEADOR CAFE CON SACAPUNTAS # 0 COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378010130,LAPIZ DELINEADOR CARMÃN CON SACAPUNTAS COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378010123,LAPIZ DELINEADOR CEREZA CON SACAPUNTAS # COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378004177,LAPIZ DELINEADOR CHOCO MATE CON SACAPUNT COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378004306,LAPIZ DELINEADOR INDIGO CON SACAPUNTAS # COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378010185,LAPIZ DELINEADOR MARSALA CON SACAPUNTAS COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378004191,LAPIZ DELINEADOR NEGRO CON SACAPUNTAS # COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378004207,LAPIZ DELINEADOR TABACO CON SACAPUNTAS # COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378004214,LAPIZ DELINEADOR TERRACOTA CON SACAPUNTA COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378010192,LAPIZ DELINEADOR VIOLETA CON SACAPUNTAS COSMETICOS,"3,500",10,350,0
COSMETICOS SAMY S.A.,7703378003873,MAQUILLAJE CREMOSO PARA CEJAS CLARO # 01 COSMETICOS,"9,500",10,950,0
COSMETICOS SAMY S.A.,7703378009899,MAQUILLAJE CREMOSO PARA CEJAS NEGRO # 03 COSMETICOS,"9,400",10,940,0
COSMETICOS SAMY S.A.,7703378003880,MAQUILLAJE CREMOSO PARA CEJAS OSCURO # 0 COSMETICOS,"9,500",10,950,0
COSMETICOS SAMY S.A.,7703378002234,MAQUILLAJE HIDRATANTE BASE LIQUIDA CARAM COMPOSICION DESCONOCIDA,"14,500",10,"1,450",0
COSMETICOS SAMY S.A.,7703378002241,MAQUILLAJE HIDRATANTE BASE LIQUIDA DORAD COSMETICOS,"14,500",10,"1,450",0
COSMETICOS SAMY S.A.,7703378002258,MAQUILLAJE HIDRATANTE BASE LIQUIDA MIEL COMPOSICION DESCONOCIDA,"14,500",10,"1,450",0
COSMETICOS SAMY S.A.,7703378002227,MAQUILLAJE HIDRATANTE BASE LIQUIDA VAINI COSMETICOS,"14,500",10,"1,450",0
COSMETICOS SAMY S.A.,7703378465282,MÃSCARA DE PESTAÃ‘AS SAMY VOLUME LASH COSMETICOS,"25,500",10,"2,550",0
COSMETICOS SAMY S.A.,7703378004085,PESTAÃ‘INA MASCARA 3D CAFE # 02 COSMETICOS,"8,700",10,870,0
COSMETICOS SAMY S.A.,7703378004108,PESTAÃ‘INA MASCARA 3D NEGRA # 04 COSMETICOS,"9,500",10,950,0
COSMETICOS SAMY S.A.,7703378004092,PESTAÃ‘INA MASCARA 3D TRANSPARENTE # 03 COSMETICOS,"8,700",10,870,0
COSMETICOS SAMY S.A.,7703378863934,POLVO COMPACTO PIEL MIXTA A GRASA MEDIUM COSMETICOS,"25,800",10,"2,580",0
COSMETICOS SAMY S.A.,7703378002159,POLVO COMPACTO SIN ESPEJO BEIGE # 02 COSMETICOS,"11,500",10,"1,150",0
COSMETICOS SAMY S.A.,7703378004368,POLVO COMPACTO SIN ESPEJO CANELA # 06 COSMETICOS,"11,500",10,"1,150",0
COSMETICOS SAMY S.A.,7703378012295,POLVO COMPACTO SIN ESPEJO EBANO # 09 COSMETICOS,"11,500",10,"1,150",0
COSMETICOS SAMY S.A.,7703378004382,POLVO COMPACTO SIN ESPEJO MOKA # 08 COSMETICOS,"11,500",10,"1,150",0
COSMETICOS SAMY S.A.,7703378002142,POLVO COMPACTO SIN ESPEJO NATURAL # 01. COSMETICOS,"11,500",10,"1,150",0
COSMETICOS SAMY S.A.,7703378004375,POLVO COMPACTO SIN ESPEJO TOSTADO # 07 COSMETICOS,"11,500",10,"1,150",0
COSMETICOS SAMY S.A.,7703378250093,POLVO SUELTO 7 GR EMP NACIONAL SAMY TRAN COSMETICOS,"16,000",10,"1,600",0
COSMETICOS SAMY S.A.,7703378006683,REMOVEDOR DE CUTICULA * 60 ML COSMETICOS,"5,500",10,550,0
COSMETICOS SAMY S.A.,7703378008458,RUBOR INDIVIDUAL SIN ESPEJO GOLDEN ROSE COSMETICOS,"8,500",10,850,0
COSMETICOS SAMY S.A.,7703378006737,RUBOR INDIVIDUAL SIN ESPEJO LADY # 06 COMPOSICION DESCONOCIDA,"8,500",10,850,0
COSMETICOS SAMY S.A.,7703378006751,RUBOR INDIVIDUAL SIN ESPEJO ROSA # 08 COMPOSICION DESCONOCIDA,"8,500",10,850,0
COSMETICOS SAMY S.A.,7703378006720,RUBOR INDIVIDUAL SIN ESPEJO SALMON # 04 COSMETICOS,"8,500",10,850,0
COSMETICOS SAMY S.A.,7703378006744,RUBOR INDIVIDUAL SIN ESPEJO SATIN PINK # COMPUESTO DESCONOCIDO,"8,500",10,850,0
COSMETICOS SAMY S.A.,7703378006690,RUBOR INDIVIDUAL SIN ESPEJO TIERRA INDIA COSMETICOS,"8,500",10,850,0
COSMETICOS SAMY S.A.,7703378006706,RUBOR INDIVIDUAL SIN ESPEJO VANITY # 02 COMPOSICION DESCONOCIDA,"8,500",10,850,0
COSMETICOS SAMY S.A.,7703378503328,SERUM HIDRATANTE * 30 ML FORMULA QUIMICA,"30,500",10,"3,050",0
COSMETICOS SAMY S.A.,7703378107311,SERUM NUTRITIVO * 30 ML FORMULA QUIMICA,"28,500",10,"2,850",0
COSMETICOS SAMY S.A.,7703378004924,SOMBRA COMPACTA INDIVIDUAL BEIGE MATE # COSMETICOS,"8,100",10,810,0
COSMETICOS SAMY S.A.,7703378004900,SOMBRA COMPACTA INDIVIDUAL BLANCO INTENS COMPOSICION DESCONOCIDA,"8,500",10,850,0
COSMETICOS SAMY S.A.,7703378004986,SOMBRA COMPACTA INDIVIDUAL CAFE CHOCOLAT COSMETICOS,"8,100",10,810,0
COSMETICOS SAMY S.A.,7703378006324,SOMBRA COMPACTA INDIVIDUAL CAFE MEDIO # COSMETICOS,"8,100",10,810,0
COSMETICOS SAMY S.A.,7703378011625,SOMBRA COMPACTA INDIVIDUAL CAPUCHINO # 5,"8,100",10,810,0
COSMETICOS SAMY S.A.,7703378012219,SOMBRA COMPACTA INDIVIDUAL CASTAÃ‘O # 71 COSMETICOS,"8,100",10,810,0
COSMETICOS SAMY S.A.,7703378011397,SOMBRA COMPACTA INDIVIDUAL CORAL CLARO # COSMETICOS,"8,100",10,810,0
